MCC,MCC Name,EXIOBASE Name,Network,Year,Unit,AD,AE,AF,AG,AI,AL,AM,AN,AO,AQ,AR,AS,AT,AU,AW,AX,AZ,BA,BB,BD,BE,BF,BG,BH,BI,BJ,BL,BM,BN,BO,BQ,BR,BS,BT,BV,BW,BY,BZ,CA,CC,CD,CF,CG,CH,CI,CK,CL,CM,CN,CO,CR,CU,CV,CW,CX,CY,CZ,DE,DJ,DK,DM,DO,DZ,EC,EE,EG,EH,ER,ES,ET,FI,FJ,FK,FM,FO,FR,GA,GB,GD,GE,GF,GG,GH,GI,GL,GM,GN,GP,GQ,GR,GS,GT,GU,GW,GY,HK,HM,HN,HR,HT,HU,ID,IE,IL,IM,IN,IO,IQ,IR,IS,IT,JE,JM,JO,JP,KE,KG,KH,KI,KM,KN,KP,KR,KW,KY,KZ,LA,LB,LC,LI,LK,LR,LS,LT,LU,LV,LY,MA,MC,MD,ME,MF,MG,MH,MK,ML,MM,MN,MO,MP,MQ,MR,MS,MT,MU,MV,MW,MX,MY,MZ,NA,NC,NE,NF,NG,NI,NL,NO,NP,NR,NU,NZ,OM,PA,PE,PF,PG,PH,PK,PL,PM,PN,PR,PS,PT,PW,PY,QA,RE,RO,RS,RU,RW,SA,SB,SC,SD,SE,SG,SH,SI,SJ,SK,SL,SM,SN,SO,SR,SS,ST,SV,SX,SY,SZ,TC,TD,TF,TG,TH,TJ,TK,TL,TM,TN,TO,TR,TT,TV,TW,TZ,UA,UG,UM,US,UY,UZ,VA,VC,VE,VG,VI,VN,VU,WF,WS,XK,YE,YT,ZA,ZM,ZW
1799,Special Trade Contractors (Not Elsewhere Classified),Construction work,"Visa, Mastercard",2021,kgCO2e/€,0.2332,0.9881,0.9371,0.5518,0.5518,1.1844,0.9371,0.5518,1.084,0.9371,0.5518,0.9371,0.2678,0.4949,0.5518,1.1844,0.9371,1.1844,0.5518,0.9371,0.3221,1.084,1.021,0.9881,1.084,1.084,0.5518,0.5518,0.9371,0.5518,0.5518,0.5169,0.5518,0.9371,0.5518,1.084,1.1844,0.5518,0.2881,0.9371,1.084,1.084,1.084,0.1779,1.084,0.9371,0.5518,1.084,1.6356,0.5518,0.5518,0.5518,1.084,0.5518,0.9371,0.7368,0.397,0.4011,1.084,0.2706,0.5518,0.5518,1.084,0.5518,0.6019,0.9881,1.084,1.084,0.2483,1.084,0.3144,0.9371,0.5518,0.9371,1.1844,0.2332,1.084,0.1673,0.5518,0.9371,0.5518,1.1844,1.084,0.2483,0.5518,1.084,1.084,0.5518,1.084,0.7683,0.5518,0.5518,0.9371,1.084,0.5518,1.6356,0.9371,0.5518,0.5133,0.5518,0.4806,0.6291,0.2758,0.9881,1.1844,1.3149,1.084,0.9881,0.9881,1.1844,0.4258,1.1844,0.5518,0.9881,0.4024,1.084,0.9371,0.9371,0.9371,1.084,0.5518,0.9371,0.6796,0.9881,0.5518,0.9371,0.9371,0.9881,0.5518,1.1844,0.9371,1.084,1.084,0.3743,0.1925,0.6525,1.084,1.084,0.2332,1.1844,1.1844,0.5518,1.084,0.9371,1.1844,1.084,0.9371,0.9371,1.6356,0.9371,0.5518,1.084,0.5518,0.9514,1.084,0.9371,1.084,0.4571,0.9371,1.084,1.084,0.9371,1.084,0.9371,1.084,0.5518,0.3521,0.1897,0.9371,0.9371,0.9371,0.9371,0.9881,0.5518,0.5518,0.9371,0.9371,0.9371,0.9371,0.6472,0.5518,0.9371,0.5518,0.9881,0.6751,0.9371,0.5518,0.9881,1.084,0.6631,1.1844,0.694,1.084,0.9881,0.9371,1.084,1.084,0.1987,0.9371,1.084,0.3412,1.1844,0.3333,1.084,0.4258,1.084,1.084,0.5518,1.084,1.084,0.5518,0.5518,0.9881,1.084,0.5518,1.084,1.084,1.084,0.9371,0.9371,0.9371,0.9371,0.9371,1.084,0.9371,0.5326,0.5518,0.9371,0.9112,1.084,1.1844,1.084,0.9371,0.2708,0.5518,0.9371,0.4258,0.5518,0.5518,0.5518,0.5518,0.9371,0.9371,0.9371,0.9371,1.1844,0.9881,1.084,1.0749,1.084,1.084
2741,Miscellaneous Publishing and Printing,Printed matter and recorded media,"Visa, Mastercard",2021,kgCO2e/€,0.1425,0.2789,0.6073,0.2848,0.2848,0.7821,0.6073,0.2848,0.8588,0.6073,0.2848,0.6073,0.3014,0.184,0.2848,0.7821,0.6073,0.7821,0.2848,0.6073,0.2193,0.8588,0.6814,0.2789,0.8588,0.8588,0.2848,0.2848,0.6073,0.2848,0.2848,0.2347,0.2848,0.6073,0.2848,0.8588,0.7821,0.2848,0.2542,0.6073,0.8588,0.8588,0.8588,0.1168,0.8588,0.6073,0.2848,0.8588,1.1394,0.2848,0.2848,0.2848,0.8588,0.2848,0.6073,0.4823,0.3193,0.1694,0.8588,0.1492,0.2848,0.2848,0.8588,0.2848,0.6666,0.2789,0.8588,0.8588,0.2096,0.8588,0.269,0.6073,0.2848,0.6073,0.7821,0.1425,0.8588,0.1994,0.2848,0.6073,0.2848,0.7821,0.8588,0.2096,0.2848,0.8588,0.8588,0.2848,0.8588,0.2832,0.2848,0.2848,0.6073,0.8588,0.2848,1.1394,0.6073,0.2848,0.6595,0.2848,0.7699,1.9126,0.1278,0.2789,0.7821,0.8375,0.8588,0.2789,0.2789,0.7821,0.2121,0.7821,0.2848,0.2789,0.3019,0.8588,0.6073,0.6073,0.6073,0.8588,0.2848,0.6073,0.4102,0.2789,0.2848,0.6073,0.6073,0.2789,0.2848,0.7821,0.6073,0.8588,0.8588,0.3248,0.4218,0.384,0.8588,0.8588,0.1425,0.7821,0.7821,0.2848,0.8588,0.6073,0.7821,0.8588,0.6073,0.6073,1.1394,0.6073,0.2848,0.8588,0.2848,0.8099,0.8588,0.6073,0.8588,0.5741,0.6073,0.8588,0.8588,0.6073,0.8588,0.6073,0.8588,0.2848,0.1435,0.1008,0.6073,0.6073,0.6073,0.6073,0.2789,0.2848,0.2848,0.6073,0.6073,0.6073,0.6073,0.3015,0.2848,0.6073,0.2848,0.2789,0.2657,0.6073,0.2848,0.2789,0.8588,0.3561,0.7821,0.4971,0.8588,0.2789,0.6073,0.8588,0.8588,0.0946,0.6073,0.8588,0.3219,0.7821,0.3026,0.8588,0.2121,0.8588,0.8588,0.2848,0.8588,0.8588,0.2848,0.2848,0.2789,0.8588,0.2848,0.8588,0.8588,0.8588,0.6073,0.6073,0.6073,0.6073,0.6073,0.8588,0.6073,0.5527,0.2848,0.6073,0.4995,0.8588,0.7821,0.8588,0.6073,0.1743,0.2848,0.6073,0.2121,0.2848,0.2848,0.2848,0.2848,0.6073,0.6073,0.6073,0.6073,0.7821,0.2789,0.8588,1.8965,0.8588,0.8588
2791,"Typesetting, Plate Making and Related Services",Printed matter and recorded media,"Visa, Mastercard",2021,kgCO2e/€,0.1425,0.2789,0.6073,0.2848,0.2848,0.7821,0.6073,0.2848,0.8588,0.6073,0.2848,0.6073,0.3014,0.184,0.2848,0.7821,0.6073,0.7821,0.2848,0.6073,0.2193,0.8588,0.6814,0.2789,0.8588,0.8588,0.2848,0.2848,0.6073,0.2848,0.2848,0.2347,0.2848,0.6073,0.2848,0.8588,0.7821,0.2848,0.2542,0.6073,0.8588,0.8588,0.8588,0.1168,0.8588,0.6073,0.2848,0.8588,1.1394,0.2848,0.2848,0.2848,0.8588,0.2848,0.6073,0.4823,0.3193,0.1694,0.8588,0.1492,0.2848,0.2848,0.8588,0.2848,0.6666,0.2789,0.8588,0.8588,0.2096,0.8588,0.269,0.6073,0.2848,0.6073,0.7821,0.1425,0.8588,0.1994,0.2848,0.6073,0.2848,0.7821,0.8588,0.2096,0.2848,0.8588,0.8588,0.2848,0.8588,0.2832,0.2848,0.2848,0.6073,0.8588,0.2848,1.1394,0.6073,0.2848,0.6595,0.2848,0.7699,1.9126,0.1278,0.2789,0.7821,0.8375,0.8588,0.2789,0.2789,0.7821,0.2121,0.7821,0.2848,0.2789,0.3019,0.8588,0.6073,0.6073,0.6073,0.8588,0.2848,0.6073,0.4102,0.2789,0.2848,0.6073,0.6073,0.2789,0.2848,0.7821,0.6073,0.8588,0.8588,0.3248,0.4218,0.384,0.8588,0.8588,0.1425,0.7821,0.7821,0.2848,0.8588,0.6073,0.7821,0.8588,0.6073,0.6073,1.1394,0.6073,0.2848,0.8588,0.2848,0.8099,0.8588,0.6073,0.8588,0.5741,0.6073,0.8588,0.8588,0.6073,0.8588,0.6073,0.8588,0.2848,0.1435,0.1008,0.6073,0.6073,0.6073,0.6073,0.2789,0.2848,0.2848,0.6073,0.6073,0.6073,0.6073,0.3015,0.2848,0.6073,0.2848,0.2789,0.2657,0.6073,0.2848,0.2789,0.8588,0.3561,0.7821,0.4971,0.8588,0.2789,0.6073,0.8588,0.8588,0.0946,0.6073,0.8588,0.3219,0.7821,0.3026,0.8588,0.2121,0.8588,0.8588,0.2848,0.8588,0.8588,0.2848,0.2848,0.2789,0.8588,0.2848,0.8588,0.8588,0.8588,0.6073,0.6073,0.6073,0.6073,0.6073,0.8588,0.6073,0.5527,0.2848,0.6073,0.4995,0.8588,0.7821,0.8588,0.6073,0.1743,0.2848,0.6073,0.2121,0.2848,0.2848,0.2848,0.2848,0.6073,0.6073,0.6073,0.6073,0.7821,0.2789,0.8588,1.8965,0.8588,0.8588
2842,"Specialty Cleaning, Polishing and Sanitation Preparations",Chemicals (not elsewhere specified),"Visa, Mastercard",2021,kgCO2e/€,0.4021,1.7397,1.4353,1.8762,1.8762,2.4652,1.4353,1.8762,2.1331,1.4353,1.8762,1.4353,0.6595,0.661,1.8762,2.4652,1.4353,2.4652,1.8762,1.4353,0.7853,2.1331,3.2038,1.7397,2.1331,2.1331,1.8762,1.8762,1.4353,1.8762,1.8762,0.905,1.8762,1.4353,1.8762,2.1331,2.4652,1.8762,0.6646,1.4353,2.1331,2.1331,2.1331,0.2492,2.1331,1.4353,1.8762,2.1331,1.8816,1.8762,1.8762,1.8762,2.1331,1.8762,1.4353,1.3561,0.9851,0.7087,2.1331,0.4809,1.8762,1.8762,2.1331,1.8762,1.5588,1.7397,2.1331,2.1331,0.585,2.1331,0.8366,1.4353,1.8762,1.4353,2.4652,0.4021,2.1331,0.3625,1.8762,1.4353,1.8762,2.4652,2.1331,0.585,1.8762,2.1331,2.1331,1.8762,2.1331,0.683,1.8762,1.8762,1.4353,2.1331,1.8762,1.8816,1.4353,1.8762,0.9172,1.8762,2.1265,,0.3116,1.7397,2.4652,1.0666,2.1331,1.7397,1.7397,2.4652,0.7657,2.4652,1.8762,1.7397,,2.1331,1.4353,1.4353,1.4353,2.1331,1.8762,1.4353,,1.7397,1.8762,1.4353,1.4353,1.7397,1.8762,2.4652,1.4353,2.1331,2.1331,1.3075,1.2156,2.0323,2.1331,2.1331,0.4021,2.4652,2.4652,1.8762,2.1331,1.4353,2.4652,2.1331,1.4353,1.4353,1.8816,1.4353,1.8762,2.1331,1.8762,1.1788,2.1331,1.4353,2.1331,0.7963,1.4353,2.1331,2.1331,1.4353,2.1331,1.4353,2.1331,1.8762,1.5777,0.8527,1.4353,1.4353,1.4353,1.4353,1.7397,1.8762,1.8762,1.4353,1.4353,1.4353,1.4353,1.2533,1.8762,1.4353,1.8762,1.7397,0.7761,1.4353,1.8762,1.7397,2.1331,,2.4652,3.9508,2.1331,1.7397,1.4353,2.1331,2.1331,1.3278,1.4353,2.1331,0.5471,2.4652,0.3451,2.1331,0.7657,2.1331,2.1331,1.8762,2.1331,2.1331,1.8762,1.8762,1.7397,2.1331,1.8762,2.1331,2.1331,2.1331,1.4353,1.4353,1.4353,1.4353,1.4353,2.1331,1.4353,0.9002,1.8762,1.4353,1.5468,2.1331,2.4652,2.1331,1.4353,0.5614,1.8762,1.4353,0.7657,1.8762,1.8762,1.8762,1.8762,1.4353,1.4353,1.4353,1.4353,2.4652,1.7397,2.1331,6.9468,2.1331,2.1331
3000-3350,Airlines,Air transport services,"Visa, Mastercard",2021,kgCO2e/€,1.2705,2.6153,1.563,0.7899,0.7899,1.1675,1.563,0.7899,1.3361,1.563,0.7899,1.563,1.1042,1.6167,0.7899,1.1675,1.563,1.1675,0.7899,1.563,0.8929,1.3361,0.9026,2.6153,1.3361,1.3361,0.7899,0.7899,1.563,0.7899,0.7899,0.9911,0.7899,1.563,0.7899,1.3361,1.1675,0.7899,1.3478,1.563,1.3361,1.3361,1.3361,0.6921,1.3361,1.563,0.7899,1.3361,1.7173,0.7899,0.7899,0.7899,1.3361,0.7899,1.563,0.7139,1.3725,0.7634,1.3361,0.4696,0.7899,0.7899,1.3361,0.7899,1.0788,2.6153,1.3361,1.3361,1.2823,1.3361,1.4089,1.563,0.7899,1.563,1.1675,1.2705,1.3361,1.1718,0.7899,1.563,0.7899,1.1675,1.3361,1.2823,0.7899,1.3361,1.3361,0.7899,1.3361,1.483,0.7899,0.7899,1.563,1.3361,0.7899,1.7173,1.563,0.7899,0.9748,0.7899,,1.8544,0.6507,2.6153,1.1675,2.3877,1.3361,2.6153,2.6153,1.1675,1.1644,1.1675,0.7899,2.6153,0.7811,1.3361,1.563,1.563,1.563,1.3361,0.7899,1.563,1.7486,2.6153,0.7899,1.563,1.563,2.6153,0.7899,1.1675,1.563,1.3361,1.3361,1.023,1.9606,1.7312,1.3361,1.3361,1.2705,1.1675,1.1675,0.7899,1.3361,1.563,1.1675,1.3361,1.563,1.563,1.7173,1.563,0.7899,1.3361,0.7899,0.5531,1.3361,1.563,1.3361,1.1829,1.563,1.3361,1.3361,1.563,1.3361,1.563,1.3361,0.7899,1.6166,0.917,1.563,1.563,1.563,1.563,2.6153,0.7899,0.7899,1.563,1.563,1.563,1.563,0.6049,0.7899,1.563,0.7899,2.6153,1.2347,1.563,0.7899,2.6153,1.3361,0.6867,1.1675,2.0295,1.3361,2.6153,1.563,1.3361,1.3361,0.4954,1.563,1.3361,0.9611,1.1675,0.6126,1.3361,1.1644,1.3361,1.3361,0.7899,1.3361,1.3361,0.7899,0.7899,2.6153,1.3361,0.7899,1.3361,1.3361,1.3361,1.563,1.563,1.563,1.563,1.563,1.3361,1.563,1.5322,0.7899,1.563,3.2698,1.3361,1.1675,1.3361,1.563,1.0819,0.7899,1.563,1.1644,0.7899,0.7899,0.7899,0.7899,1.563,1.563,1.563,1.563,1.1675,2.6153,1.3361,2.3603,1.3361,1.3361
3351-3499,Car rentals,Rental of machinery and equipment (without operator) and of personal and household goods (services),"Visa, Mastercard",2021,kgCO2e/€,0.1086,0.6553,0.4559,0.3423,0.3423,1.4041,0.4559,0.3423,1.3363,0.4559,0.3423,0.4559,0.1202,0.3429,0.3423,1.4041,0.4559,1.4041,0.3423,0.4559,0.2886,1.3363,0.5097,0.6553,1.3363,1.3363,0.3423,0.3423,0.4559,0.3423,0.3423,,0.3423,0.4559,0.3423,1.3363,1.4041,0.3423,0.1542,0.4559,1.3363,1.3363,1.3363,0.0936,1.3363,0.4559,0.3423,1.3363,0.763,0.3423,0.3423,0.3423,1.3363,0.3423,0.4559,0.2747,0.5792,0.1415,1.3363,0.1776,0.3423,0.3423,1.3363,0.3423,0.5588,0.6553,1.3363,1.3363,0.1595,1.3363,0.4017,0.4559,0.3423,0.4559,1.4041,0.1086,1.3363,0.1097,0.3423,0.4559,0.3423,1.4041,1.3363,0.1595,0.3423,1.3363,1.3363,0.3423,1.3363,,0.3423,0.3423,0.4559,1.3363,0.3423,0.763,0.4559,0.3423,1.118,0.3423,0.4375,0.605,0.1646,0.6553,1.4041,0.7381,1.3363,0.6553,0.6553,1.4041,0.1925,1.4041,0.3423,0.6553,0.0894,1.3363,0.4559,0.4559,0.4559,1.3363,0.3423,0.4559,0.2383,0.6553,0.3423,0.4559,0.4559,0.6553,0.3423,1.4041,0.4559,1.3363,1.3363,0.282,0.1623,0.3621,1.3363,1.3363,0.1086,1.4041,1.4041,0.3423,1.3363,0.4559,1.4041,1.3363,0.4559,0.4559,0.763,0.4559,0.3423,1.3363,0.3423,0.5069,1.3363,0.4559,1.3363,0.6706,0.4559,1.3363,1.3363,0.4559,1.3363,0.4559,1.3363,0.3423,0.2049,0.3494,0.4559,0.4559,0.4559,0.4559,0.6553,0.3423,0.3423,0.4559,0.4559,0.4559,0.4559,0.4522,0.3423,0.4559,0.3423,0.6553,0.2865,0.4559,0.3423,0.6553,1.3363,0.0681,1.4041,0.2835,1.3363,0.6553,0.4559,1.3363,1.3363,0.1226,0.4559,1.3363,0.612,1.4041,0.4289,1.3363,0.1925,1.3363,1.3363,0.3423,1.3363,1.3363,0.3423,0.3423,0.6553,1.3363,0.3423,1.3363,1.3363,1.3363,0.4559,0.4559,0.4559,0.4559,0.4559,1.3363,0.4559,0.3264,0.3423,0.4559,0.3969,1.3363,1.4041,1.3363,0.4559,0.0879,0.3423,0.4559,0.1925,0.3423,0.3423,0.3423,0.3423,0.4559,0.4559,0.4559,0.4559,1.4041,0.6553,1.3363,0.8492,1.3363,1.3363
3500-3999,Hotels,Hotel and restaurant (services),"Visa, Mastercard",2021,kgCO2e/€,0.1015,0.4633,0.6653,0.4363,0.4363,1.1714,0.6653,0.4363,1.016,0.6653,0.4363,0.6653,0.1034,0.5269,0.4363,1.1714,0.6653,1.1714,0.4363,0.6653,0.1582,1.016,0.2555,0.4633,1.016,1.016,0.4363,0.4363,0.6653,0.4363,0.4363,0.1243,0.4363,0.6653,0.4363,1.016,1.1714,0.4363,0.3114,0.6653,1.016,1.016,1.016,0.1397,1.016,0.6653,0.4363,1.016,0.4976,0.4363,0.4363,0.4363,1.016,0.4363,0.6653,0.3586,0.3774,0.0806,1.016,0.055,0.4363,0.4363,1.016,0.4363,0.5133,0.4633,1.016,1.016,0.104,1.016,0.2437,0.6653,0.4363,0.6653,1.1714,0.1015,1.016,0.1122,0.4363,0.6653,0.4363,1.1714,1.016,0.104,0.4363,1.016,1.016,0.4363,1.016,0.2211,0.4363,0.4363,0.6653,1.016,0.4363,0.4976,0.6653,0.4363,0.1519,0.4363,0.2574,0.0895,0.105,0.4633,1.1714,1.0854,1.016,0.4633,0.4633,1.1714,0.1779,1.1714,0.4363,0.4633,0.1505,1.016,0.6653,0.6653,0.6653,1.016,0.4363,0.6653,0.4772,0.4633,0.4363,0.6653,0.6653,0.4633,0.4363,1.1714,0.6653,1.016,1.016,0.0922,0.3443,0.2281,1.016,1.016,0.1015,1.1714,1.1714,0.4363,1.016,0.6653,1.1714,1.016,0.6653,0.6653,0.4976,0.6653,0.4363,1.016,0.4363,0.2938,1.016,0.6653,1.016,0.027,0.6653,1.016,1.016,0.6653,1.016,0.6653,1.016,0.4363,0.0846,0.1546,0.6653,0.6653,0.6653,0.6653,0.4633,0.4363,0.4363,0.6653,0.6653,0.6653,0.6653,0.1852,0.4363,0.6653,0.4363,0.4633,0.1203,0.6653,0.4363,0.4633,1.016,0.0884,1.1714,0.7576,1.016,0.4633,0.6653,1.016,1.016,0.129,0.6653,1.016,0.2449,1.1714,0.2505,1.016,0.1779,1.016,1.016,0.4363,1.016,1.016,0.4363,0.4363,0.4633,1.016,0.4363,1.016,1.016,1.016,0.6653,0.6653,0.6653,0.6653,0.6653,1.016,0.6653,0.5557,0.4363,0.6653,0.1128,1.016,1.1714,1.016,0.6653,0.0936,0.4363,0.6653,0.1779,0.4363,0.4363,0.4363,0.4363,0.6653,0.6653,0.6653,0.6653,1.1714,0.4633,1.016,0.4456,1.016,1.016
4011,Railroads,Railway transportation services,"Visa, Mastercard",2021,kgCO2e/€,0.8256,0.6029,0.5938,0.53,0.53,1.2911,0.5938,0.53,0.944,0.5938,0.53,0.5938,0.2636,0.4537,0.53,1.2911,0.5938,1.2911,0.53,0.5938,0.2597,0.944,0.6301,0.6029,0.944,0.944,0.53,0.53,0.5938,0.53,0.53,0.3002,0.53,0.5938,0.53,0.944,1.2911,0.53,1.3203,0.5938,0.944,0.944,0.944,0.134,0.944,0.5938,0.53,0.944,1.2487,0.53,0.53,0.53,0.944,0.53,0.5938,0.0656,0.8113,0.1379,0.944,0.3954,0.53,0.53,0.944,0.53,0.5225,0.6029,0.944,0.944,0.2941,0.944,0.1674,0.5938,0.53,0.5938,1.2911,0.8256,0.944,0.2055,0.53,0.5938,0.53,1.2911,0.944,0.2941,0.53,0.944,0.944,0.53,0.944,0.3737,0.53,0.53,0.5938,0.944,0.53,1.2487,0.5938,0.53,0.4582,0.53,0.3352,5.113,0.1742,0.6029,1.2911,0.9942,0.944,0.6029,0.6029,1.2911,0.4328,1.2911,0.53,0.6029,0.1781,0.944,0.5938,0.5938,0.5938,0.944,0.53,0.5938,0.3245,0.6029,0.53,0.5938,0.5938,0.6029,0.53,1.2911,0.5938,0.944,0.944,0.771,0.2548,0.5292,0.944,0.944,0.8256,1.2911,1.2911,0.53,0.944,0.5938,1.2911,0.944,0.5938,0.5938,1.2487,0.5938,0.53,0.944,0.53,0.1981,0.944,0.5938,0.944,5.4042,0.5938,0.944,0.944,0.5938,0.944,0.5938,0.944,0.53,0.2548,0.3364,0.5938,0.5938,0.5938,0.5938,0.6029,0.53,0.53,0.5938,0.5938,0.5938,0.5938,0.3491,0.53,0.5938,0.53,0.6029,0.2816,0.5938,0.53,0.6029,0.944,0.154,1.2911,1.4057,0.944,0.6029,0.5938,0.944,0.944,0.1108,0.5938,0.944,0.1874,1.2911,0.3768,0.944,0.4328,0.944,0.944,0.53,0.944,0.944,0.53,0.53,0.6029,0.944,0.53,0.944,0.944,0.944,0.5938,0.5938,0.5938,0.5938,0.5938,0.944,0.5938,0.1697,0.53,0.5938,0.6656,0.944,1.2911,0.944,0.5938,0.4903,0.53,0.5938,0.4328,0.53,0.53,0.53,0.53,0.5938,0.5938,0.5938,0.5938,1.2911,0.6029,0.944,0.4615,0.944,0.944
4111,"Local and Suburban Commuter Passenger Transportation, Including Ferries",Other land transportation services,"Visa, Mastercard",2021,kgCO2e/€,0.0979,0.3692,0.3766,0.4206,0.4206,0.7436,0.3766,0.4206,0.5704,0.3766,0.4206,0.3766,0.2004,0.3473,0.4206,0.7436,0.3766,0.7436,0.4206,0.3766,0.2142,0.5704,0.5346,0.3692,0.5704,0.5704,0.4206,0.4206,0.3766,0.4206,0.4206,0.2451,0.4206,0.3766,0.4206,0.5704,0.7436,0.4206,0.3698,0.3766,0.5704,0.5704,0.5704,0.1398,0.5704,0.3766,0.4206,0.5704,1.0413,0.4206,0.4206,0.4206,0.5704,0.4206,0.3766,0.1577,0.561,0.12,0.5704,0.5884,0.4206,0.4206,0.5704,0.4206,0.378,0.3692,0.5704,0.5704,0.2444,0.5704,0.2018,0.3766,0.4206,0.3766,0.7436,0.0979,0.5704,,0.4206,0.3766,0.4206,0.7436,0.5704,0.2444,0.4206,0.5704,0.5704,0.4206,0.5704,0.8643,0.4206,0.4206,0.3766,0.5704,0.4206,1.0413,0.3766,0.4206,0.6376,0.4206,0.1746,0.3813,0.1327,0.3692,0.7436,0.687,0.5704,0.3692,0.3692,0.7436,0.181,0.7436,0.4206,0.3692,0.2197,0.5704,0.3766,0.3766,0.3766,0.5704,0.4206,0.3766,0.2608,0.3692,0.4206,0.3766,0.3766,0.3692,0.4206,0.7436,0.3766,0.5704,0.5704,0.2718,0.3101,0.5709,0.5704,0.5704,0.0979,0.7436,0.7436,0.4206,0.5704,0.3766,0.7436,0.5704,0.3766,0.3766,1.0413,0.3766,0.4206,0.5704,0.4206,0.7292,0.5704,0.3766,0.5704,0.1953,0.3766,0.5704,0.5704,0.3766,0.5704,0.3766,0.5704,0.4206,0.2153,0.334,0.3766,0.3766,0.3766,0.3766,0.3692,0.4206,0.4206,0.3766,0.3766,0.3766,0.3766,0.3526,0.4206,0.3766,0.4206,0.3692,0.3332,0.3766,0.4206,0.3692,0.5704,0.1511,0.7436,0.745,0.5704,0.3692,0.3766,0.5704,0.5704,0.1057,0.3766,0.5704,0.1434,0.7436,0.3526,0.5704,0.181,0.5704,0.5704,0.4206,0.5704,0.5704,0.4206,0.4206,0.3692,0.5704,0.4206,0.5704,0.5704,0.5704,0.3766,0.3766,0.3766,0.3766,0.3766,0.5704,0.3766,0.1862,0.4206,0.3766,0.4023,0.5704,0.7436,0.5704,0.3766,0.1427,0.4206,0.3766,0.181,0.4206,0.4206,0.4206,0.4206,0.3766,0.3766,0.3766,0.3766,0.7436,0.3692,0.5704,0.6118,0.5704,0.5704
4112,Passenger Railways,Railway transportation services,"Visa, Mastercard",2021,kgCO2e/€,0.8256,0.6029,0.5938,0.53,0.53,1.2911,0.5938,0.53,0.944,0.5938,0.53,0.5938,0.2636,0.4537,0.53,1.2911,0.5938,1.2911,0.53,0.5938,0.2597,0.944,0.6301,0.6029,0.944,0.944,0.53,0.53,0.5938,0.53,0.53,0.3002,0.53,0.5938,0.53,0.944,1.2911,0.53,1.3203,0.5938,0.944,0.944,0.944,0.134,0.944,0.5938,0.53,0.944,1.2487,0.53,0.53,0.53,0.944,0.53,0.5938,0.0656,0.8113,0.1379,0.944,0.3954,0.53,0.53,0.944,0.53,0.5225,0.6029,0.944,0.944,0.2941,0.944,0.1674,0.5938,0.53,0.5938,1.2911,0.8256,0.944,0.2055,0.53,0.5938,0.53,1.2911,0.944,0.2941,0.53,0.944,0.944,0.53,0.944,0.3737,0.53,0.53,0.5938,0.944,0.53,1.2487,0.5938,0.53,0.4582,0.53,0.3352,5.113,0.1742,0.6029,1.2911,0.9942,0.944,0.6029,0.6029,1.2911,0.4328,1.2911,0.53,0.6029,0.1781,0.944,0.5938,0.5938,0.5938,0.944,0.53,0.5938,0.3245,0.6029,0.53,0.5938,0.5938,0.6029,0.53,1.2911,0.5938,0.944,0.944,0.771,0.2548,0.5292,0.944,0.944,0.8256,1.2911,1.2911,0.53,0.944,0.5938,1.2911,0.944,0.5938,0.5938,1.2487,0.5938,0.53,0.944,0.53,0.1981,0.944,0.5938,0.944,5.4042,0.5938,0.944,0.944,0.5938,0.944,0.5938,0.944,0.53,0.2548,0.3364,0.5938,0.5938,0.5938,0.5938,0.6029,0.53,0.53,0.5938,0.5938,0.5938,0.5938,0.3491,0.53,0.5938,0.53,0.6029,0.2816,0.5938,0.53,0.6029,0.944,0.154,1.2911,1.4057,0.944,0.6029,0.5938,0.944,0.944,0.1108,0.5938,0.944,0.1874,1.2911,0.3768,0.944,0.4328,0.944,0.944,0.53,0.944,0.944,0.53,0.53,0.6029,0.944,0.53,0.944,0.944,0.944,0.5938,0.5938,0.5938,0.5938,0.5938,0.944,0.5938,0.1697,0.53,0.5938,0.6656,0.944,1.2911,0.944,0.5938,0.4903,0.53,0.5938,0.4328,0.53,0.53,0.53,0.53,0.5938,0.5938,0.5938,0.5938,1.2911,0.6029,0.944,0.4615,0.944,0.944
